"source_db";"source_id";"doi";"title";"authors";"journal";"year";"volume";"issue";"pages";"issn";"abstract";"keywords";"mesh_terms";"matched_disasters_mesh";"matched_gestational_mesh";"matched_neonatal_mesh";"language";"publication_type";"url"
"scopus";"";"10.1001/dmp.2010.15";"Population changes, racial/ethnic disparities, and birth outcomes in Louisiana after Hurricane Katrina";"Harville, E.W.; Tran, T.; Xiong, X.; Buekens, P.";"Disaster Medicine and Public Health Preparedness";"2010";"4";"SUPPL. 1";"S39-S45";"";"Objective: To examine how the demographic and other population changes affected birth and obstetric outcomes in Louisiana, and the effect of the hurricane on racial disparities in these outcomes. Methods: Vital statistics data were used to compare the incidence of low birth weight (LBW) (<2500 g), preterm birth (PTB) (37 weeks' gestation), cesarean section, and inadequate prenatal care (as measured by the Kotelchuck index), in the 2 years after Katrina compared to the 2 years before, for the state as a whole, region 1 (the area around New Orleans), and Orleans Parish (New Orleans). Logistic models were used to adjust for covariates. Results: After adjustment, rates of LBW rose for the state, but preterm birth did not. In region 1 and Orleans Parish, rates of LBW and PTB remained constant or fell. These patterns were all strongest in African American women. Rates of cesarean section and inadequate prenatal care rose. Racial disparities in birth outcomes remained constant or were reduced. Conclusions: Although risk of LBW/PTB remained higher in African Americans, the storm does not appear to have exacerbated health disparities, nor did population shifts explain the changes in birth and obstetric outcomes. ©2010 American Medical Association. All rights reserved.";"Birth weight; Cesarean section; Prenatal care; Preterm birth; Race/ethnicity; adult; article; birth; cesarean section; disaster; ethnology; female; human; hurricane; low birth weight; newborn; pregnancy; pregnancy complication; prematurity; risk; statistical model; United States; utilization review; young adult; Adult; Cesarean Section; Cyclonic Storms; Disasters; Female; Humans; Infant, Low Birth Weight; Infant, Newborn; Logistic Models; Louisiana; Odds Ratio; Parturition; Pregnancy; Pregnancy Complications; Premature Birth; Young Adult";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051774132&doi=10.1001%2Fdmp.2010.15&partnerID=40&md5=756a3944a60c1b0a7db6874dfe69ead0"
"scopus";"";"";"We'll grow back when the rain comes: an update from Haiti.";"Wildanah, N.";"Midwifery today with international midwife";"2010";"";"95";"48-49";"";"";"adult; article; earthquake; education; ethnology; female; Haiti; health behavior; health service; human; maternal welfare; midwife; mother; nurse attitude; nurse patient relationship; organization and management; pregnancy; pregnancy complication; women's health; Adult; Earthquakes; Female; Health Behavior; Humans; Maternal Health Services; Maternal Welfare; Midwifery; Mothers; Nurse's Role; Nurse-Patient Relations; Pregnancy; Pregnancy Complications; Women's Health";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049520307&partnerID=40&md5=ba7050853df2c897e54e10a8c8aba168"
"scopus";"";"10.1002/ajhb.21063";"Chronic radiation exposure in the Rivne-Polissia region of Ukraine: Implications for birth defects";"Dancause, K.N.; Yevtushok, L.; Lapchenko, S.; Shumlyansky, I.; Shevchenko, G.; Wertelecki, W.; Garruto, R.M.";"American Journal of Human Biology";"2010";"22";"5";"667-674";"";"Objectives: The health effects of chronic low-dose radiation exposure remains a controversial question. Monitoring after the Chernobyl nuclear accident in Ukraine suggested that chronic low-dose radiation exposure was not linked to cancer mortality among the general population. However, elevated rates of birth defects in contaminated compared to uncontaminated regions suggest that exposure to radiation in utero might impact development and that chronic radiation exposure might represent an underestimated risk to human health. Methods: We sought to determine current radiation exposure routes in Rivne-Polissia, a region of Ukraine contaminated by the Chernobyl accident. This represents a first step toward comprehensive studies of the effects of chronic radiation exposure on human health. We designed and administered a dietary and activity survey to 344 women in Polissia. We assessed types and sources of food consumed, types of outdoor activities, and alcohol intake. Results: Alcohol intake was low and alone does not account for the observed high rates of birth defects. Wild foods, especially mushrooms and berries, and locally produced foods, especially milk related, were major radiation exposure routes. Additionally, women were exposed to radiation through inhalation while burning grasses and potato vines in fields, and wood for cooking and heating. Conclusions:Twenty four years after the Chernobyl accident, women continue to be chronically exposed to low-dose radiation at levels exceeding current recommendations. This might contribute (especially synergistically with alcohol consumption and micronutrient deficiencies) to higher prevalence of birth defects in areas of Ukraine with high levels of radiation contamination compared to uncontaminated areas. © 2010 Wiley-Liss, Inc.";"cesium; fossil fuel; adult; article; beverage; Chernobyl accident; congenital malformation; drinking behavior; eating; environmental exposure; exposure; feeding behavior; female; food; health survey; human; occupation; pregnancy; prenatal exposure; questionnaire; radioactive contamination; soil pollutant; statistics; Ukraine; water pollutant; wood; Abnormalities, Radiation-Induced; Adult; Alcohol Drinking; Beverages; Cesium Radioisotopes; Chernobyl Nuclear Accident; Eating; Environmental Exposure; Female; Food; Food Contamination, Radioactive; Food Habits; Fossil Fuels; Health Surveys; Humans; Inhalation Exposure; Occupations; Pregnancy; Prenatal Exposure Delayed Effects; Questionnaires; Soil Pollutants, Radioactive; Water Pollutants, Radioactive; Wood; Basidiomycota; Poaceae; Solanum tuberosum";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957275558&doi=10.1002%2Fajhb.21063&partnerID=40&md5=d15bf8a29fafe14ae17f4c1fd5764427"
"scopus";"";"10.1007/s10995-009-0486-x";"Hurricane Katrina-related maternal stress, maternal mental health, and Early Infant Temperament";"Tees, M.T.; Harville, E.W.; Xiong, X.; Buekens, P.; Pridjian, G.; Elkind-Hirsch, K.";"Maternal and Child Health Journal";"2010";"14";"4";"511-518";"";"To investigate temperament in infants whose mothers were exposed to Hurricane Katrina and its aftermath, and to determine if high hurricane exposure is associated with difficult infant temperament. A prospective cohort study of women giving birth in New Orleans and Baton Rouge, LA (n = 288) in 2006-2007 was conducted. Questionnaires and interviews assessed the mother's experiences during the hurricane, living conditions, and psychological symptoms, 2 months and 12 months postpartum. Infant temperament characteristics were reported by the mother using the activity, adaptability, approach, intensity, and mood scales of the Early Infant and Toddler Temperament Questionnaires, and quot;difficult temperament"" was defined as scoring in the top quartile for three or more of the scales. Logistic regression was used to examine the association between hurricane experience, mental health, and infant temperament. Serious experiences of the hurricane did not strongly increase the risk of difficult infant temperament (association with three or more serious experiences of the hurricane: adjusted odds ratio (aOR) 1.50, 95% confidence interval (CI) 0.63-3.58 at 2 months; 0.58, 0.15-2.28 at 12 months). Maternal mental health was associated with report of difficult infant temperament, with women more likely to report having a difficult infant temperament at 1 year if they had screened positive for PTSD (aOR 1.82, 95% confidence interval (CI) 0.61-5.41), depression, (aOR 3.16, 95% CI 1.22-8.20) or hostility (aOR 2.17, 95% CI 0.81-5.82) at 2 months. Large associations between maternal stress due to a natural disaster and infant temperament were not seen, but maternal mental health was associated with reporting difficult temperament. Further research is needed to determine the effects of maternal exposure to disasters on child temperament, but in order to help babies born in the aftermath of disaster, the focus may need to be on the mother's mental health.";"Infant temperament; Natural disaster; Post-traumatic stress disorder; Postpartum depression; adolescent; adult; article; child psychology; disaster; female; human; hurricane; newborn; posttraumatic stress disorder; pregnancy; pregnancy complication; prenatal exposure; prospective study; psychological aspect; statistical model; temperament; United States; Adolescent; Adult; Child Psychology; Cyclonic Storms; Disasters; Female; Humans; Infant, Newborn; Logistic Models; New Orleans; Pregnancy; Pregnancy Complications; Prenatal Exposure Delayed Effects; Prospective Studies; Stress Disorders, Post-Traumatic; Temperament; Young Adult";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956265699&doi=10.1007%2Fs10995-009-0486-x&partnerID=40&md5=5ba96cbbc9576be5c0d559d1cedcc967"
"scopus";"";"10.1016/j.toxlet.2010.03.1115";"Human placental glutathione S-transferase activity and polycyclic aromatic hydrocarbon DNA adducts as biomarkers for environmental oxidative stress in placentas from pregnant women living in radioactivity- and chemically-polluted regions";"Obolenska, M.Y.; Teplyuk, N.M.; Divi, R.L.; Poirier, M.C.; Filimonova, N.B.; Zadrożna, M.; Pasanen, M.J.";"Toxicology Letters";"2010";"196";"2";"80-86";"";"This study was designed to analyze the effect of environmental oxidative stress on human placental monooxygenases, glutathione S-transferase (GST) activity and polycyclic aromatic hydrocarbon (PAH)-DNA adducts in human term placentas from radioactivity-contaminated and chemically-polluted areas of the Ukraine and Belarus, and to compare these biomarkers to the newborn's general health status. Placental PAH-DNA adduct formation, GST activity, 7-ethoxycoumarin O-deethylase (ECOD) activity, and thiobarbituric reactive substances (TBARS), an index of lipid peroxidation, were measured in groups of women exposed to different levels of radioactivity and PAH pollution. The in vitro metabolism data, obtained from 143 human placental samples at term, were compared to indices of maternal and newborn health. The highest ECOD activity was recorded in placentas obtained from chemically-polluted areas and a radioactivity-contaminated area; the ECOD activity was 7-fold and 2-fold higher compared to the region considered to be "" clean"" Newborns with the most compromised health status displayed the greatest down-regulation of GST activity (144-162mUmgprotein-1 vs. 258-395mUmgprotein-1), enhanced ECOD activity and the highest level of PAH-DNA adduct formation. The highest level of TBARS was observed in women exposed to the highest levels of radiation. The efficiency of placental detoxification negatively correlated with maternal age and the health status of the newborn. Environmental oxidative stress was related to an increase in anemia, threatened abortions, toxemia, fetal hypoxia, spontaneous abortions and fetal hypotrophy. Our data suggest that chemically- or radioactivity-induced oxidative stress enhance cytochrome P450-mediated enzymatic activities potentially resulting in increased formation of reactive metabolites. The activity of GSH-transferase is not enhanced. This imbalance in detoxification capacity can be measured as increased production of PAH-DNA adducts, decreased lipid peroxidation and compromised fetal health. © 2010 Elsevier Ireland Ltd.";"Biomarker; Cytochrome P450; Glutathione S-transferase; Human term placenta; Monooxygenase; PAH-DNA adducts; 7 ethoxycoumarin deethylase; biological marker; cytochrome P450; glutathione transferase; polycyclic aromatic hydrocarbon; thiobarbituric acid reactive substance; unspecific monooxygenase; anemia; article; Belarus; child health; controlled study; correlation analysis; detoxification; DNA adduct; down regulation; environmental exposure; environmental radioactivity; enzyme activity; female; fetal hypotrophy; fetus hypoxia; health status; human; human tissue; hypotrophy; imminent abortion; in vitro study; lipid peroxidation; maternal age; maternal welfare; mouse; newborn; newborn health; nonhuman; oxidative stress; placenta; pollution; pregnancy; priority journal; radiation exposure; spontaneous abortion; toxemia; Ukraine; adult; Chernobyl accident; clinical trial; drug effect; enzymology; metabolism; multicenter study; phenotype; pollutant; pregnancy complication; questionnaire; risk assessment; upregulation; 7-Alkoxycoumarin O-Dealkylase; Adult; Biological Markers; Byelarus; Chernobyl Nuclear Accident; DNA Adducts; Environmental Exposure; Environmental Pollutants; Female; Glutathione Transferase; Humans; Infant, Newborn; Lipid Peroxidation; Maternal Age; Maternal Exposure; Oxidative Stress; Phenotype; Placenta; Polycyclic Hydrocarbons, Aromatic; Pregnancy; Pregnancy Complications; Questionnaires; Risk Assessment; Thiobarbituric Acid Reactive Substances; Up-Regulation; Young Adult";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952769518&doi=10.1016%2Fj.toxlet.2010.03.1115&partnerID=40&md5=20b67e8f6ec16a55e95203dcfa05924d"
"scopus";"";"10.1016/j.stomax.2009.04.006";"Cleft lip and palate and environment in Russia";"Khonsari, R.-H.; Korolenkova, M.V.; Ivanov, A.L.";"Revue de Stomatologie et de Chirurgie Maxillo-Faciale";"2010";"111";"3";"177-179";"";"";"heavy metal; teratogenic agent; adult; air pollutant; Chernobyl accident; child; cleft lip; cleft palate; congenital disorder; congenital malformation; dangerous goods; human; letter; pollution; Russian Federation; Abnormalities, Radiation-Induced; Adult; Air Pollutants; Chernobyl Nuclear Accident; Child; Cleft Lip; Cleft Palate; Congenital Abnormalities; Environmental Pollution; Hazardous Substances; Humans; Metals, Heavy; Russia; Teratogens";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955656947&doi=10.1016%2Fj.stomax.2009.04.006&partnerID=40&md5=3f37a518e28672a7d37c87e847ae1daa"
"scopus";"";"";"Airborne and deposited radioactivity from the chernobyl accident - A review of investigations in Finland";"Paatero, J.; Hämeri, K.; Jaakkola, T.; Jantunen, M.; Koivukoski, J.; Saxén, R.";"Boreal Environment Research";"2010";"15";"1";"19-33";"";"The Chernobyl nuclear accident happened in the former Soviet Union on 26 April 1986. The accident destroyed one of the RBMK-1000 type reactors and released significant radioactive contamination into the environment. At first the emissions were transported north-westwards over Poland, the Baltic States, Finland, Sweden and Norway. During 27 April 1986 emissions were spreading to eastern-central Europe, southern Germany, Italy and Yugoslavia. Radioactivity mapping over Finland between 29 April and 16 May 1986 showed that the ground deposition in Finland covered southern and central parts of the country but had an irregular distribution. The highest (over 100 μR h-1 [1 μSv h-1]) contamination disclosed by the mapping was around the city of Uusikaupunki in western Finland and the city of Kotka in southeastern Finland. The Uusikaupunki region was an area of heavy fallout associated with the air mass that was located in the Chernobyl area at the time of the accident. The fallout pattern of reftractory nuclides, e.g. plutonium isotopes, had their spatial maximum in this region. Medical consequences in Finland were luckily mild, the most important symptoms being psychological ones. No increase in thyroid cancer or birth defect occurrence has been observed. The Chernobyl accident boosted the radioecological research which had already been calming down after the last atmospheric nuclear test in China in October 1980. Important new results concerning e.g. hot particles have been achieved. The most important effects of the accident in Finland were, however, the increase of public awareness of environmental issues in general and especially of nuclear energy. In Finland, the nuclear energy programme was halted until 2002 when the Parliament of Finland granted a licence to build the fifth nuclear reactor in Finland. © 2010.";"";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749248918&partnerID=40&md5=7b65d68e85954219a95ee07f279afd6e"
"scopus";"";"10.1017/S1049023X00008086";"PLUS prehospital mass-casualty triage: A strategy for addressing unusual injury mechanisms";"Neal, D.J.; Barbera, J.A.; Harrald, J.R.";"Prehospital and Disaster Medicine";"2010";"25";"3";"227-236";"";"Introduction: Simple Triage and Rapid Treatment (START) and more recently developed prehospital casualty triage algorithms are widely used, in part because they are easy to teach and learn, and can be performed rapidly. Every rapid triage protocol has inherent, significant limitations: (1) no mechanism of injury (MOI) considerations; (2) limited assessment points; and (3) no refinement in truly mass-casualty situations where transport of ""minor"" or ""moderate"" patients may be delayed.Hypothesis: When rapid initial triage protocols are utilized, a significant triage deficiency (""under-triage"") may occur when ""minor"" or ""moderate"" casualties actually are more severely injured than initially triaged. Some MOI produce casualties with subtle or latent (i.e., hidden or delayed) signs and symptoms not considered in the commonly used prehospital triage algorithms. This research did not focus on START or other initial triage screening methods. Instead, it focuses on developing follow-on triage guidance to more specifically prioritize ""delayed transport"" casualties based upon signs and symptoms related to their MOI.Methods: Using expert opinion and accepted clinical criteria, triage algorithms were developed to re-evaluate patients triaged to ""minor"" and ""moderate"" cohorts. A detailed literature search produced a draft list of relevant signs and symptoms for each selected MOI. The lists then were evaluated by a multi-disciplinary panel of experts via an anonymous, mail-based Delphi method. The input shaped triage algorithms for each selected MOI, which then were subjected to a second stage Delphi process.Results: Consensus was achieved using the Delphi method. The algorithms extend patient assessment beyond the rapid initial triage protocols and incorporate triage criteria specific to each selected injury mechanism or condition: (1) penetrating injuries; (2) unconventional MOI (burns, blast, chemical, radiation); (3) smoke and other inhalation exposure; and (4) injuries with concomitant pregnancy. The full list of triage protocols is designated by the acronym ""-PLUS"".Conclusions: ""-PLUS"" Prehospital Casualty Triage may supplement the strengths of already existing, widely accepted mass-casualty triage strategies. It does not displace START or other rapid initial triage protocols, but in mass-casualty situations with extensive delays in transport, it provides a method to identify under-triage of seriously injured casualties. ""-PLUS"" also presents a framework for capturing the triage considerations used by experienced medical providers, and so may provide a valuable teaching tool for training future triage professionals. Further research and field assessment is required. © 2010 World Association for Disaster and Emergency Medicine.";"-PLUS; emergency medical services; mass-casualty incident; Simple Triage and Rapid Treatment (START); triage; algorithm; article; blast injury; burn; Delphi study; emergency health service; female; human; mass disaster; organization and management; penetrating trauma; pregnancy; pregnancy complication; radiation injury; standard; statistics; Algorithms; Blast Injuries; Burns; Delphi Technique; Emergency Medical Services; Female; Humans; Mass Casualty Incidents; Pregnancy; Pregnancy Complications; Radiation Injuries; Triage; Wounds, Penetrating";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957014176&doi=10.1017%2FS1049023X00008086&partnerID=40&md5=3ee8492176a32f928aab5ed3960306d2"
"scopus";"";"10.1016/S0140-6736(10)60605-8";"Debate over health eff ects of chernobyl re-ignited";"Holt, E.";"The Lancet";"2010";"375";"9724";"1424-1425";"";"";"cesium; folic acid; article; birth defect; Chernobyl accident; environmental impact; health program; human; ingestion; ionizing radiation; neural tube defect; nuclear power plant; pregnancy; priority journal; radiation accident; radiation exposure; thyroid cancer; worker; world health organization; congenital disorder; note; Ukraine; Chernobyl Nuclear Accident; Congenital Abnormalities; Humans";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952313849&doi=10.1016%2FS0140-6736%2810%2960605-8&partnerID=40&md5=e3429f2a51fe4345ec7cf74fd270b518"
"scopus";"";"10.1016/j.whi.2009.10.002";"Resilience After Hurricane Katrina Among Pregnant and Postpartum Women";"Harville, E.W.; Xiong, X.; Buekens, P.; Pridjian, G.; Elkind-Hirsch, K.";"Women's Health Issues";"2010";"20";"1";"20-27";"";"Background: Although disaster causes distress, many disaster victims do not develop long-term psychopathology. Others report benefits after traumatic experiences (posttraumatic growth). The objective of this study was to examine demographic and hurricane-related predictors of resilience and posttraumatic growth. Methods: We interviewed 222 pregnant southern Louisiana women and 292 postpartum women completed interviews at delivery and 8 weeks later. Resilience was measured by scores lower than a nonaffected population, using the Edinburgh Depression Scale and the Post-Traumatic Stress Checklist. Posttraumatic growth was measured by questions about perceived benefits of the storm. Women were asked about their experience of the hurricane, addressing danger, illness/injury, and damage. Chi-square tests and log-Poisson models were used to calculate associations and relative risks for demographics, hurricane experience, and mental health resilience and perceived benefit. Findings: Thirty-five percent of pregnant and 34% of the postpartum women were resilient from depression, whereas 56% and 49% were resilient from posttraumatic stress disorder. Resilience was most likely among White women, older women, and women who had a partner. A greater experience of the storm, particularly injury/illness or danger, was associated with lower resilience. Experiencing damage because of the storm was associated with increased report of some perceived benefits. Conclusion: Many pregnant and postpartum women are resilient from the mental health consequences of disaster, and perceive benefits after a traumatic experience. Certain aspects of experiencing disaster reduce resilience, but may increase perceived benefit. © 2010 Jacobs Institute of Women's Health.";"adult; article; Caucasian; checklist; controlled study; demography; Edinburgh Postnatal Depression Scale; educational status; emotional stability; female; human; hurricane; income; interview; marriage; maternal behavior; mental health; Negro; normal human; parity; personal experience; posttraumatic stress disorder; prediction; pregnancy; psychological aspect; puerperium; race difference; social support; United States; Adult; Age Factors; Cyclonic Storms; Depression, Postpartum; Female; Health Services Needs and Demand; Humans; Louisiana; Maternal Welfare; Mental Health; Pregnancy; Pregnancy Complications; Prenatal Care; Resilience, Psychological; Social Support; Socioeconomic Factors; Stress Disorders, Post-Traumatic; Stress, Psychological; Women's Health; Young Adult";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72749126619&doi=10.1016%2Fj.whi.2009.10.002&partnerID=40&md5=19c60b7db2a9b1dced2d7ea4ad04bc4e"
"scopus";"";"10.1111/j.1523-536X.2009.00360.x";"Hurricane katrina and perinatal health";"Harville, E.W.; Xiong, X.; Buekens, P.";"Birth";"2009";"36";"4";"325-331";"";"We review the literature on the effects of Hurricane Katrina on perinatal health, and providing data from our own research on pregnant and postpartum women. After Katrina, obstetric, prenatal, and neonatal care was compromised in the short term, but increases in adverse birth outcomes such as preterm birth, low birthweight, and maternal complications were mostly limited to highly exposed women. Both pregnant and postpartum women had rates of post-traumatic stress disorder similar to, or lower than, others exposed to Katrina, and rates of depression similar to other pregnant and postpartum populations. Health behaviors, such as smoking and breastfeeding, may have been somewhat negatively affected by the disaster, whereas effects on nutrition were likely associated with limited time, money, and food choices, and indicated by both weight gain and loss. We conclude that, with a few specific exceptions, postdisaster concerns and health outcomes for pregnant and postpartum women were similar to those of other people exposed to Hurricane Katrina. In such situations, disaster planners and researchers should focus on providing care and support for the normal concerns of the peripartum period, such as breastfeeding, depression, and smoking cessation. Contraception needs to be available for those who do not want to become pregnant. Although additional physical and mental health care needs to be provided for the most severely exposed women and their babies, many women are capable of surviving and thriving in postdisaster environments. © 2009, Copyright the Authors. Journal compilation © 2009, Wiley Periodicals, Inc.";"Breastfeeding; Disasters; Mental health; Pregnancy; baby; breast feeding; clinical research; contraception; depression; disaster; environment; food; health; health behavior; health care need; human; hurricane; low birth weight; medical literature; money; newborn care; nutrition; obstetric care; outcome assessment; perinatal period; population; posttraumatic stress disorder; pregnant woman; premature labor; prenatal care; priority journal; puerperium; review; smoking; smoking cessation; time; weight gain; weight reduction; Attitude to Health; Cyclonic Storms; Depression, Postpartum; Disaster Planning; Disasters; Female; Health Behavior; Health Services Needs and Demand; Humans; Louisiana; Maternal Health Services; Maternal Welfare; Mississippi; Nursing Methodology Research; Pregnancy; Pregnancy Outcome; Prospective Studies; Stress Disorders, Post-Traumatic";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450278817&doi=10.1111%2Fj.1523-536X.2009.00360.x&partnerID=40&md5=d312028b7ccf1b535ad3eeeba05f42de"
"scopus";"";"10.1016/S1130-6343(09)72971-X";"Pandemia de gripe A (H1N1): retos y repercusiones para el sistema sanitario";"Mochales, J.A.; Lópaz Pérez, M.A.";"Farmacia Hospitalaria";"2009";"33";"6";"293-295";"";"";"Adult; Antiviral Agents; Child; Delivery of Health Care; Disaster Planning; Disease Outbreaks; Female; Humans; Influenza A Virus, H1N1 Subtype; Influenza Vaccines; Influenza, Human; Male; Pregnancy; Pregnancy Complications, Infectious; Public Health; Spain; World Health";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73049107578&doi=10.1016%2FS1130-6343%2809%2972971-X&partnerID=40&md5=f32e8c6c6582ee784f58aa4d26d744f3"
"scopus";"";"10.2105/AJPH.2008.140780";"Pandemic influenza and pregnancy: An opportunity to reassess maternal bioethics";"Farrell, R.M.; Beigi, R.H.";"American Journal of Public Health";"2009";"99";"SUPPL. 2";"S231-S235";"";"Large-scale infectious epidemics present the medical community with numerous medical and ethical challenges. Recent attention has focused on the likelihood of an impending influenza pandemic caused by the H5N1 virus. Pregnant women in particular present policymakers with great challenges to planning for such a public health emergency. By recognizing the specific considerations needed for this population, we can preemptively address the issues presented by infectious disease outbreaks. We reviewed the important ethical challenges presented by pregnant women and highlighted the considerations for all vulnerable groups when planning for a pandemic at both the local and the national level.";"bioethics; health care delivery; health care planning; health care policy; high risk population; human; infection risk; influenza; Influenza virus A H5N1; nonhuman; pandemic; pregnancy; pregnant woman; review; risk assessment; severe acute respiratory syndrome; Antiviral Agents; Disaster Planning; Disease Outbreaks; Ethics, Medical; Female; Humans; Influenza, Human; Pregnancy; Pregnancy Complications, Infectious; Vulnerable Populations";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350077078&doi=10.2105%2FAJPH.2008.140780&partnerID=40&md5=6d2df485919fb30fb0542bd0bf6fdcdf"
"scopus";"";"10.1111/j.1467-7717.2008.01085.x";"Cross-sectional survey methods to assess retrospectively mortality in humanitarian emergencies";"Cairns, K.L.; Woodruff, B.A.; Myatt, M.; Bartlett, L.; Goldberg, H.; Roberts, L.";"Disasters";"2009";"33";"4";"503-521";"";"Since the rates and causes of mortality are critical indicators of the overall health of a population, it is important to evaluate mortality even where no complete vital statistics reporting exists. Such settings include humanitarian emergencies. Experience in cross-sectional survey methods to assess retrospectively crude, age-specific, and maternal mortality in stable settings has been gained over the past 40 years, and methods appropriate to humanitarian emergencies have been developed. In humanitarian emergencies, crude and age-specific mortality can be gauged using methods based on the enumeration of individuals resident in randomly selected households-frequently referred to as a household census. Under-five mortality can also be assessed through a modified prior birth history method in which a representative sample of reproductive-aged women are questioned about dates of child births and deaths. Maternal mortality can be appraised via the initial identification of maternal deaths in the study population and a subsequent investigation to determine the cause of each death. © Overseas Development Institute, 2009.";"Cross-sectional surveys; Humanitarian emergencies; Mortality; household survey; humanitarian aid; mortality; surveying; altruism; article; cross-sectional study; disaster planning; emergency; human; information processing; maternal mortality; relief work; retrospective study; statistics; survival; time; statistics and numerical data; Altruism; Cross-Sectional Studies; Data Collection; Disaster Planning; Emergencies; Humans; Maternal Mortality; Relief Work; Retrospective Studies; Survival Analysis; Time Factors";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70049085125&doi=10.1111%2Fj.1467-7717.2008.01085.x&partnerID=40&md5=b55583d5b26b44a6d94918cfd01ef24f"
"scopus";"";"";"Gastropleural fistula: An unusual sequel of blunt chest trauma";"Muzaffar, M.S.; Umair, B.; Asghar, A.; Ali, M.Z.; Hanif, M.S.; Kamal, D.";"Journal of the College of Physicians and Surgeons Pakistan";"2009";"19";"7";"447-449";"";"In the October 2005 Earthquake in mountainous Azad Kashmir and adjacent areas in Pakistan, a young female sustained crush injury chest and upper abdomen. She remained hospitalized with lower chest pain. All initial investigations were normal and she was discharged symptom-free on conservative management. Six months later, she developed acute left sided chest pain and dyspnoea. Provisional diagnosis of empyema was made on X-ray, and tube thoracostomy was done. Diagnostic VATS revealed gastropleural fistula secondary to necrosis of herniated stomach. Resection of necrosed stomach, repair of diaphragm and decortication and transthoracic repair with lower thoracoplasty two months later was performed but both were unsuccessful. After another 02 months, a Roux-en-Y gastrojejunostomy at fistula site was fashioned which proved curative.";"Blunt chest trauma; Chest pain; Crush injury; Earthquake; Gastrojejunostomy; Gastropleural fistula; abdominal injury; adult; article; case report; conservative treatment; crush trauma; diaphragm; dyspnea; earthquake; female; gastrojejunostomy; gastropleural fistula; hiatus hernia; hospitalization; human; lung emphysema; Pakistan; pleura disease; stomach fistula; thoracoscopy; thorax blunt trauma; thorax drainage; thorax pain; thorax radiography; thorax surgery; treatment outcome; Earthquakes; Female; Gastric Bypass; Gastric Fistula; Humans; Pleural Diseases; Pregnancy; Pregnancy Complications; Respiratory Tract Fistula; Thoracic Injuries; Thoracic Surgery, Video-Assisted; Thoracoplasty; Time Factors; Wounds, Nonpenetrating; Young Adult";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249156037&partnerID=40&md5=b676809d67457f7826202326f39ac346"
"scopus";"";"10.1136/oem.2008.041517";"In utero exposure to methyl isocyanate in the Bhopal gas disaster: Evidence of persisting hyperactivation of immune system two decades later";"Mishra, P.K.; Dabadghao, S.; Modi, G.K.; Desikan, P.; Jain, A.; Mittra, I.; Gupta, D.; Chauhan, C.; Jain, S.K.; Maudar, K.K.";"Occupational and Environmental Medicine";"2009";"66";"4";"279";"";"";"antinuclear antibody; CD16 antigen; CD19 antigen; CD3 antigen; CD56 antigen; CD8 antigen; gamma interferon; immunoglobulin A; immunoglobulin E; immunoglobulin G; immunoglobulin M; interleukin 10; interleukin 2; interleukin 4; interleukin 6; methyl isocyanate; tumor necrosis factor alpha; adult; antibody titer; B lymphocyte; cellular immunity; cytotoxic T lymphocyte; disaster; environmental exposure; female; first trimester pregnancy; human; humoral immunity; immune response; immune system; immunoglobulin blood level; immunomodulation; immunostimulation; India; letter; natural killer cell; prenatal exposure; priority journal; symptomatology; Th1 cell; Th2 cell; Antibodies, Antinuclear; Bhopal Accidental Release; Blood Cell Count; Cohort Studies; Enzyme-Linked Immunosorbent Assay; Female; Flow Cytometry; Humans; Immune System; Immune System Diseases; Immunoglobulin Isotypes; Isocyanates; Lymphocytes; Maternal Exposure; Pregnancy; Pregnancy Complications; Pregnancy Trimester, First";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-66149117737&doi=10.1136%2Foem.2008.041517&partnerID=40&md5=d753c488b01294ac8d07ed39bcbc0745"
