"source_db";"source_id";"doi";"title";"authors";"journal";"year";"volume";"issue";"pages";"issn";"abstract";"keywords";"mesh_terms";"matched_disasters_mesh";"matched_gestational_mesh";"matched_neonatal_mesh";"language";"publication_type";"url"
"scopus";"";"10.1016/j.ijdrr.2024.105075";"Examining hurricane exposure on neonatal outcomes in North Carolina: A case study of hurricane Isabel in 2003";"Spurlock, T.; Guignet, D.; Runkle, J.D.; Sugg, M.M.";"International Journal of Disaster Risk Reduction";"2025";"116";"";"";"";"Exposure to tropical cyclones during pregnancy can adversely influence neonatal and birth outcomes, contributing to low birth weight and preterm birth. These outcomes could be impacted by the disruption of healthcare and infrastructure, as well as stress and injury. Although research has focused on the impacts on neonatal health from extreme tropical events, little is known about the neonatal health impacts of moderate-intensity hurricanes or hurricanes that reduce intensity before landfall. The aim of this study is to 1) assess the causal association between hurricane exposure and the adverse birth outcomes of low birth weight (LBW) and preterm birth (PTB) using a difference-in-difference analysis and 2) identify differences in spatial patterns for the adverse birth outcomes LBW and PTB pre- and post-Hurricane Isabel, a Category 2 storm that impacted North Carolina in 2003. The geospatial analysis included multiple buffers of 30, 60, and 100 km to define exposure and local spatial autocorrelation statistics. The results were predominantly insignificant, with some key exceptions. The difference-in-difference analysis found a statistically negative association between hurricane exposure and preterm birth, suggesting an unexpected reduction in preterm births post-storm. We found that exposure to Hurricane Isabel (2003) and LWB were statistically significant at the 30 and 100-km spatial buffers; exposure was also associated with a decrease in PTB at the 30 km buffer. We also examined differences in potential impacts by trimester and found a significant negative association during the second and third trimesters. Significant differences in the clustering of LBW and PTB before and after Isabel made landfall were also found, with new clusters of higher PTB and LBW forming along the storm track. Results from our study highlight the need for further analysis of neonatal and birth outcomes across different hurricane types and the need for spatial analysis to understand fine-scale heterogeneity in hurricane risk. © 2024 Elsevier Ltd";"";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213238159&doi=10.1016%2Fj.ijdrr.2024.105075&partnerID=40&md5=108a0a29f2c237c7bb0836ab2cb63f9f"
"scopus";"";"10.1016/j.envpol.2024.125348";"Approaches in landscape fire smoke pregnancy research and the impact on offspring: A review of knowledge gaps and recommendations";"Brew, B.K.; Murphy, V.E.; Collison, A.M.; Mattes, J.; Karmaus, W.; Morgan, G.; Jalaludin, B.; Zosky, G.; Guo, Y.; Gibson, P.G.";"Environmental Pollution";"2025";"364";"";"";"";"The increase in wildfires and bushfires due to climate change means that more people, including pregnant women and their fetuses will be exposed to landscape fire smoke. Although there is evidence to suggest that pregnancy landscape fire exposure is associated with lower birth weight, preterm birth and pregnancy loss, there is a lack of information on many other perinatal outcomes, as well as information on subsequent respiratory outcomes in children. Furthermore, due to the generally short term (hours/days) and intermittent nature of landscape fire smoke exposure, the knowledge to date has largely relied on natural experiments and ecological studies which can be subject to misclassification of exposure and a lack of precision. On the other hand, general urban outdoor air pollution exposure during pregnancy and subsequent perinatal and respiratory effects has been well studied. In particular, as air exposure modelling has improved so have the adaptations of methods to analyze the effects of air pollution exposure during pregnancy enabling critical windows of exposure to be identified. In this narrative review we summarize the current state of knowledge about the perinatal and respiratory effects of pregnancy landscape fire and particulate matter <2.5 μm in diameter (PM<inf>2.5</inf>) air pollution exposure, including a comment on analysis methods to date, and an assessment of how methodologies used in general air pollution research in relation to pregnancy exposure can be further harnessed for landscape fire smoke exposure pregnancy research. © 2024 The Authors";"Landscape fire; Perinatal; Pregnancy; Respiratory; Smoke exposure; Obstetrics; Air pollution exposures; Bushfires; Fire smoke; Knowledge gaps; Landscape fire; Perinatal; Pregnancy; Respiratory; Respiratory effects; Smoke exposure; Premixed flames; atmospheric pollution; child; fire; knowledge; pollution exposure; pregnancy; research; respiratory disease; smoke; air pollution; climate change; drug toxicity; female; human; knowledge gap; landscape; low birth weight; particulate matter; particulate matter 2.5; pregnant woman; prematurity; progeny; respiratory function; review; spontaneous abortion; wildfire; air pollutant; maternal exposure; prenatal exposure delayed effect; Air Pollutants; Air Pollution; Female; Humans; Maternal Exposure; Particulate Matter; Prenatal Exposure Delayed Effects; Smoke; Wildfires";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209668708&doi=10.1016%2Fj.envpol.2024.125348&partnerID=40&md5=764968d279c4ad23e1ac693fe22c6038"
"scopus";"";"10.3760/cma.j.cn113903-20250320-00136";"Research progress on the impact of tropical cyclones on specific adverse pregnancy outcomes under the background of global warming";"Chen, Q.; Wu, W.; Chen, P.; Lei, X.; Huang, Z.; Huang, C.; Luo, Q.; Yang, L.; Fan, L.";"Chinese Journal of Perinatal Medicine";"2025";"";"";"1-5";"";"The impact of tropical cyclones on adverse pregnancy outcomes is garnering increasing attention against the backdrop of global warming. This article systematically reviews the epidemiological associations and potential mechanisms linking tropical cyclone exposure to preterm birth, low birth weight, and small for gestational age. Evidence suggests that tropical cyclones are associated with adverse pregnancy outcomes, including preterm birth, low birth weight, and small for gestational age. The underlying mechanisms involve complex interactions across multiple pathways, such as maternal stress, placental dysfunction, and oxidative stress. However, existing research exhibits a geographical bias, with the majority of studies conducted in high-income countries. Future efforts should prioritize multicenter epidemiological studies in low- and middle-income regions to facilitate the development of targeted, region-specific intervention strategies for protecting maternal and child health. 2025, Chinese Medical Association";"Climate change; Cyclonic storms; Fetal growth restriction; Infants, low birth weight; Preterm birth; 婴儿，低出生体重; 早产; 气候变化; 气旋风暴; 胎儿生长受限";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029742146&doi=10.3760%2Fcma.j.cn113903-20250320-00136&partnerID=40&md5=edcba817abe6feb6741716cb8df8f35e"
"scopus";"";"10.1080/26410397.2025.2576365";"From conception to care: a systematic review of the impact of the climate crisis on reproductive justice";"Yopo-Díaz, M.; Gómez Aguirre, V.; Watkins, L.";"Sexual and Reproductive Health Matters";"2025";"33";"1";"";"";"The climate crisis poses major challenges to reproductive justice. Climate-related events and natural disasters are severely impacting sexual and reproductive rights as well as the ability of individuals to become parents and care for their children. Through a systematic review conducted using the PRISMA method, this article addresses the impact of the climate crisis on the three core principles of reproductive justice: (1) the right not to have a child; (2) the right to have a child; and (3) the right to parent children in safe and healthy environments. While the review found no empirical studies addressing how the climate crisis impacts the right not to have children, the findings suggest that hurricanes, floods, heatwaves, droughts, and coastal erosion are associated with greater intentions of remaining childless and having fewer children, increasing fetal mortality and preterm births, decreasing new-born sex ratios and birth weight, rising birth risks, declining birth rates, and increasing challenges to parenting and childcare. We argue that the climate crisis fundamentally undermines reproductive justice by preventing individuals from fully and equitably exercising their reproductive rights to have children and to parent in safe and sustainable environments. In doing so, we stress that the climate crisis should be considered when addressing the challenges of reproductive justice and that addressing these challenges requires implementing policies that not only seek to mitigate the effects of climate disruptions but also strengthen the capacity of individuals and communities to adapt to changing environmental conditions, ensuring more sustainable reproductive futures. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.";"birth; care; climate change; climate crisis; fertility; pregnancy; reproductive intentions; reproductive justice; birth rate; birth weight; care behavior; child; child care; child parent relation; climate; climate change; conception; drought; empiricism; environmental disease; fertility; fetus mortality; flooding; heat wave; human; hurricane; justice; maternal health service; natural disaster; neonatal health; parenting education; physiological stress; pregnancy; prematurity; reproductive rights; Review; sex ratio; systematic review; female; social justice; Climate Change; Female; Humans; Pregnancy; Reproductive Rights; Social Justice";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025044055&doi=10.1080%2F26410397.2025.2576365&partnerID=40&md5=5c8b1018e6ec56dddf13f24da5725d98"
"scopus";"";"10.1016/B978-0-443-31568-8.00027-1";"Climate change and pediatric disabilities";"Markov, D.E.; Newman, M.; Vereen, R.";"Climate Change and Disability: A Collaborative Approach to a Sustainable Future";"2025";"";"";"77-84";"";"Climate change disproportionately affects children due to their unique physiological, developmental, and social vulnerabilities. Among them, children and youth with special health care needs (CYSHCN) face compounding risks resulting from pre-existing health conditions, limited mobility, dependence on assistive devices, and systemic barriers to health care and social support. This chapter explores how climate change intersects with childhood development and disability, beginning with the perinatal period, where prenatal exposure to extreme heat, air pollution, and nutritional stress can result in preterm birth, congenital anomalies, and neurodevelopmental challenges. The chapter additionally examines specific pediatric disabilities, including cerebral palsy and spina bifida; highlighting how these conditions amplify children's susceptibility during climate-related events. It further discusses the impact of climate change on children with cognitive and psychological disabilities, emphasizing the heightened risks of trauma, anxiety, and exclusion in emergency planning and response. There is a final call for urgent integration of disability-inclusive approaches in climate adaptation, health systems strengthening, and policy development to protect and empower this often overlooked population in a rapidly changing world. © 2026 Elsevier Inc. All rights reserved.";"Cerebral palsy; Children and youth with special health care needs; Children development; Climate change; Cognitive impairment; Disaster planning; Environmental health; Pediatric disability; Pediatrics; Spina bifida; Climate change; Disaster prevention; Disasters; Diseases; Health care; Health risks; Psychophysiology; Cerebral palsy; Child and youth with special health care need; Child's development; Cognitive impairment; Disaster planning; Environmental health; Health condition; Pediatric disability; Social vulnerability; Spina bifida; Pediatrics";"";"";"";"";"";"CHAP";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023927097&doi=10.1016%2FB978-0-443-31568-8.00027-1&partnerID=40&md5=46ed9948547bd2964191d962cafd8602"
"scopus";"";"10.1201/9781003678731-14";"Health Impacts of Unscientific Waste Disposal, Incineration, Biological Recycling, and Processing";"Biswas, S.; De, S.; Bhattacharjee, B.; Ghosh, A.";"Waste Management: From Trash to Treasure";"2025";"";"";"383-409";"";"Population growth, urbanization, modernization, and industry increase are the main factors for the increasing industrial, institutional, and municipal waste rate. Different kinds of activity generate enormous quantities of waste. More complex and heterogeneous wastes are produced daily because of the changing living standards and food habits. Due to the decomposition of garbage, different harmful gases are released, such as methane. Plastic is a significant irritant in municipal solid trash, polluting the environment, clogging drains, and causing floods during the rainy season. Waste handlers and waste pickers are the major vulnerable risk groups. Solid waste, especially excreta and others, can create health hazards if not properly disposed of. Due to increased quantities of waste sent to incineration, it will emit more toxins and pollutants that will produce more air pollution. Waste incineration systems have long been connected with harmful pollutant emissions that harm human and environmental health. Uncontrolled hazardous wastes from industries create potential public health threats such as chemical poisoning, degraded water and soil quality, low birth weight (LBW) babies, nausea, vomiting, neurological disease, skin irritation, blood infections, cancer, respiratory problems, and growth problems. Diseases associated with domestic solid pollutants include cholera, malaria, Lassa fever, and diarrhea, with malaria being the most prevalent. Unscientific waste burning or incineration results in the emission of toxic vapors containing mercury, heavy metals, and so forth, and has significant associations with neoplasia, infant mortality, congenital anomalies, and miscarriage. Recycling must be regulated to prevent adverse effects on soil, vegetation, animals, and people. © 2026 by Apple Academic Press, Inc.";"Air pollution; Diseases; Hazardous materials; Health hazards; Health risks; Municipal solid waste; Public risks; Recycling; Waste disposal; Waste incineration; Water pollution; Biological processing; Biological recycling; Food habit; Health impact; Heterogeneous waste; Institutional wastes; Living standards; Municipal waste; Population growth; Waste rates; Population statistics";"";"";"";"";"";"CHAP";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023788359&doi=10.1201%2F9781003678731-14&partnerID=40&md5=28906fdbbe45511b84c7fee8ea834703"
"scopus";"";"10.1007/978-3-031-85501-6_10";"Disaster Considerations for Newborn Delivery and Postnatal Care";"Coleman, G.; Nishihara, Y.; Kariuki, C.W.; Emadau, C.I.; Umphrey, L.";"Pediatric Considerations in Disaster Settings: A Concise Guide to Advocating for Children’s Needs";"2025";"";"";"227-237";"";"Almost half of the under-5 mortality in resource-limited settings occurs within the neonatal period (birth to 28 days of life). Despite improvements to under-5 mortality globally, the rate of improvement in the neonatal population is much slower. The vast majority of neonatal deaths are attributed to prematurity, intrapartum complications, congenital anomalies, and infection. Recognizing the sick infant at birth and effective resuscitation of the newborn is critical, and many low-cost interventions have the greatest impact in improving outcomes. This chapter focuses on actions that can be taken during delivery and the immediate postpartum period to improve the immediate care of the newborn after birth by following the clinical guidance described in the World Health Organization Essential Newborn Care 1. © 2025 The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG.";"Essential newborn care; Helping babies breathe; Neonatal mortality; Newborn resuscitation; Newborn survival; Diseases; Information systems; Essential newborn care; Helping baby breathe; Low-costs; Neonatal mortality; Neonatal population; Newborn resuscitation; Newborn survival; World Health Organization; Resuscitation";"";"";"";"";"";"CHAP";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022333910&doi=10.1007%2F978-3-031-85501-6_10&partnerID=40&md5=29facf564466c8af79f43a4a2b5e76ca"
"scopus";"";"10.5334/aogh.4741";"Transition From a Vulnerable Community to Resilient One in Bauchi State, Nigeria";"Ibrahim, U.; Yeboah, G.; Khanyola, J.";"Annals of Global Health";"2025";"91";"1";"";"";"Background: The Kulawa village, a hard-to-reach community in Bauchi State, Nigeria, was visited by an NGO initially for mass HIV and malaria screenings. However, it was discovered that women remained isolated at home despite facing maternal health challenges such as prolonged labor and other pregnancy complications. These issues were worsened by climate change, particularly during annual floods, which created severe barriers to accessing healthcare, leaving the community dependent on traditional birth attendants (TBAs) and distant health centers. Objective: The case study aims to present health access challenges exacerbated by climate change and the implementation of sustainable local healthcare workforce strategies that improve maternal healthcare adaptation in the Kulawa community. Methods: The NGO engaged community stakeholders to discuss the health impacts of climate change, especially during flooding and emphasized early health-seeking behaviors. The community supported the course by donating land where the community clinic was built. The NGO also initiated a community education program, identifying 15 young children (ages 13–15) and providing them with the resources needed to pursue healthcare education, with the long-term goal of creating a sustainable local health workforce. Findings: Fifteen children aged 13–15 were supported with bicycles, books, and extra lessons, eventually passed their high school examinations, and proceeded to medical and health professional training. Fourteen graduated from healthcare professions and were initially engaged in voluntary services and eventually employed by the Bauchi Local Government Health Authority. Their deployment to their community significantly improved health outcomes. © 2025 The Author(s).";"adaptation; climate; community; health; resilience; Article; bamboo; behavior change; book; capacity building; case study; climate change; climate resilience; community; community participation; community program; education program; evolutionary adaptation; expectant mother; flooding; government; health behavior; health care access; health care delivery; health care facility; health care personnel; health center; health education; health hazard; health infrastructure; health outcome; health workforce; high school; human; Human immunodeficiency virus infection; interpersonal communication; leadership; malaria; maternal care; maternal mortality; maternal welfare; medical education; motorcycle; natural disaster; Nigeria; non-governmental organization; pregnancy complication; pregnancy-related mortality; prenatal care; primary health care; sense of ownership; spontaneous abortion; stakeholder engagement; traditional birth attendant; traffic and transport; village; voluntary program; vulnerable population; adolescent; female; maternal health service; organization; organization and management; pregnancy; Adolescent; Climate Change; Female; Floods; Health Services Accessibility; Humans; Maternal Health Services; Organizations; Pregnancy; Vulnerable Populations";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017832397&doi=10.5334%2Faogh.4741&partnerID=40&md5=a07c013ccdb548dd65ac534aad5ee4ed"
"scopus";"";"";"COMPLEX MANAGEMENT OF WORSTER-DROUGHT SYNDROME: A CASE REPORT OF DOUBLE HEMIPLEGIA AND PSEUDOBULBAR PALSY IN A 13-YEAR-OLD";"Nandagopal, S.P.; Kumar, K.; Dhanasangari, M.; Elilarasi, S.; Lakshmi, U.D.";"TPM - Testing, Psychometrics, Methodology in Applied Psychology";"2025";"32";"S1";"662-666";"";"Introduction: Worster-Drought syndrome (WDS) is a rare congenital pseudobulbar palsy causing speech and feeding difficulties due to impaired corticobulbar pathways. Symptoms include drooling, chewing difficulties, dysarthria, and motor impairments, often categorized under cerebral palsy. Case Report: We report a 13-year-old female with cerebral palsy (double hemiplegia), pseudobulbar palsy, global developmental delay, and speech delay. Key features included drooling since birth, chewing difficulty, and inability to speak. Birth history revealed severe asphyxia and meconium aspiration, requiring a 20-day NICU stay. Developmental delays were evident, with head control at one year and ambulation at two years. Examination showed left-predominant spasticity, hyperreflexia, muscle wasting, dynamic Achilles tendon contracture, and right-sided facial asymmetry. MRI revealed peri-insular temporal gliosis. Multidisciplinary management with speech, oral motor, and swallowing therapy was initiated, emphasizing continued follow-up and home-based exercises. Results: The case underscores the complexity of managing CP with pseudobulbar palsy, necessitating targeted therapy for motor, speech, and feeding impairments. Conclusion: Early multidisciplinary intervention in WDS can significantly improve communication, feeding, and daily functioning, enhancing the quality of life. © 2025, Cises srl. All rights reserved.";"";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013233169&partnerID=40&md5=3bcb9a862bce34c13a44e706b7f3f79a"
"scopus";"";"";"6th International Conference of Geography and Disaster Management 2024, ICGDM 2024";"";"IOP Conference Series: Earth and Environmental Science";"2025";"1503";"1";"";"";"The proceedings contain 30 papers. The topics discussed include: stakeholder analysis in the development of the Kendal Special Economic Zone; asymmetric power among actors on landscape transformation; household air pollution, birth weight, and children’s respiratory health: trends and associations in Indonesia; land cover mapping and identification of local wisdom in spring; spatial pattern analysis of the distribution and accessibility level of tourism objects in Sragen Regency; analysis of the spatial transformation of poverty and education in Central Java, Indonesia using bivariate Moran's I in 2013 and 2023; and sustainable water management in the ITDC Nusa Dua Area, Bali: strategies, impacts, and hotel awareness levels.";"";"";"";"";"";"";"CONF";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011078414&partnerID=40&md5=d223ea28dac1f23497e02e963a57da3c"
"scopus";"";"10.58242/millifolklor.1396983";"Postpartum Syndrome and Lamaštu in Ancient Anatolia According to Cuneiform Texts";"Karaköz, K.";"Milli Folklor";"2025";"19";"145";"169-181";"";"Throughout history, every significant stage of life, such as birth, puberty, marriage and death, and the transition from one period of life to another, has been ritualized in many religions and societies. Among these stages, birth has been considered a sacred event to some extent in every era and place throughout history. Each stage—prenatal, intrapartum and postnatal—caused both physical and psychological effects. One of these changes is postpartum syndrome. Postpartum syndrome is an important disorder that has been recognized by society throughout history. The physiological and psychological effects of this syndrome, which is identified and defined in contemporary clinical studies, have been observed and interpreted throughout history. In the absence of modern medicine, people mythologized the postpartum syndrome and identified it with supernatural beings, just like every phenomenon they could not make sense of. In traditional beliefs, people thought that the changes occurring in the mother’s body, infertility, infant mortality, or medical conditions like mis-carriage were caused by supernatural entities. They developed various methods to protect pregnant women, new mothers, and babies from supernatural beings that were believed to cause harm. Today, in Anatolia, it is still believed that ailments affecting pregnant women, new mothers, and babies are caused by a supernatural entity called Alkarısı. Various methods have been developed to protect against Alkarısı, which vary between regions. Methods such as wearing amulets, making paste from various plants, making tea and burning incense have been developed. Today, in Anatolia, traditional practices such as tying a red ribbon around the heads of new mothers and the beds of babies, and placing a knife under the pillow, have become customary. Although Alkarısı is a belief specific to Anatolia, concerns about the health of the mother and baby, and the embodiment of postpartum syndrome, date back to much earlier periods in written sources. In the history of Anatolia, the earliest cuneiform documents show that societies were very sensitive about the health of the mother and baby during and after childbirth. According to these cuneiform records, there were various healing and protective rituals performed before, during, and after birth. These rituals were solutions for existing maternal and infant health and psychology. Just as in modern times, people in ancient times believed that diseases and evils were caused by supernatural forces. The earliest known supernatural being affecting maternal and infant health was Lamaštu. Lamaštu, a Demon originally from Mesopotamia, was also believed in Anatolia. Lamaštu is a deeply rooted figure in the history of belief, appearing in incantation texts, prayer texts, mythological texts, and amulets. It was associated with physiological diseases such as abortion, infant mortality, infertility, gynecological diseases, maternal mortality, impotence, sexual dysfunctions, epidemics, infectious diseases, hepatitis, jaundice, and psychological diseases such as depression, panic attacks, anxiety, and personality disorders. It was also associated with destruction, disaster, famine, plant and animal reproductive disorders and the birth of other living beings. The demon’s antagonistic character, which hindered the continuity of birth and fertility associated with abundance and life, contributed to its belief in Anatolia as well. Lamaštu’s influence spread to Anatolia as early as the Assyrian Trade Colonies Period through Assyrian merchants. During this period, amulets found were aimed at protecting homes from the demon. In the later period, rituals to protect the physiological and psychological health of mother and baby are found in Hittite cuneiform documents. Although there is no personified postpartum syndrome demon in this period, Lamaštu amulets were found again in Anatolia during the Late Hittite period. The study focused on indirect and direct evidence regarding postpartum syndrome in ancient Anatolia based on the earliest cuneiform documents and archaeological data. The focus is on Lamaštu, the personified and mythologized form of the syndrome. In cuneiform texts, while there was no specific diagnosis, medical term, or definitive treatment for postpartum syndrome, the healing rituals performed indirectly addressed preventive measures against the syndrome. Despite not being explicitly named in the records that have survived to the present day, equating postpartum syndrome with a supernatural entity indicates that individual illness was perceived as a societal phenomenon in ancient Anatolia. © 2025, Milli Folklor Dergisi. All rights reserved.";"Alkarısı; Assyrian Trade Colonies Period; demon; Lamaštu; Postpartum syndrome";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008728210&doi=10.58242%2Fmillifolklor.1396983&partnerID=40&md5=9ec733089329ff2e2f5d68d64b4805b5"
"scopus";"";"10.3389/fanim.2025.1580654";"Prenatal wildfire smoke PM2.5 exposure has carryover effects on the postnatal calf";"Pace, A.; Villamediana, P.; Rovai, M.; Ponce, G.; Ellis, N.; Stegeman, A.; Larson, M.; Konetchy, D.E.; Rezamand, P.; Skibiel, A.L.";"Frontiers in Animal Science";"2025";"6";"";"";"";"Introduction: Health and performance of dairy calves can be influenced by the intra-uterine environment. Environmental stressors such as heat stress, maternal inflammatory status, and nutrient deficiencies have been shown to impair intra-uterine and postnatal development in dairy cattle, with implications for long-term productivity. Recent studies in primates have reported lower birth weights and altered infant inflammatory markers associated with maternal exposure to wildfire smoke particulate matter (wildfire-PM<inf>2.5</inf>) during pregnancy. However, the impact of intra-uterine exposure to wildfire-PM<inf>2.5</inf> on dairy calf growth and health is unknown. Methods: Holstein heifer calves were born to cows exposed (WFS, n = 17) or unexposed (CON, n = 26) to wildfire smoke during mid gestation. Calves were monitored from birth through 6 months of life to evaluate growth patterns, health, and basal metabolic and inflammatory markers. Results: Although there was no difference detected between groups in gestation length or calf frame size at birth, WFS calves had lower birth weights compared with that of CON (36.87 ± 0.87 kg vs. 40.82 ± 0.80 kg). WFS calves had greater average daily gain in the pre-weaning period but lower gain in the post-weaning period compared with CON. WFS calves also had greater plasma glucose concentrations in the pre-weaning period, lower β-hydroxybutyrate concentrations in the early post-weaning period, and greater non-esterified fatty acid concentrations for much of the pre-weaning and the early post-weaning period relative to those for CON calves. In addition, WFS calves had lower white blood cell counts throughout the preweaning period, coupled with greater serum albumin and lower serum amyloid A through the study, as well as lower haptoglobin concentrations at approximately 3 months of age. All calves received adequate passive transfer of immunity, but WFS calves had greater serum IgG concentrations, yet no difference was detected in apparent efficiency of IgG absorption compared with that for CON. WFS calves had lower odds of lung consolidation throughout the study. Discussion: Overall, these results indicate that prenatal exposure to wildfire particulates restricts fetal growth and programs postnatal calf metabolic and immune systems, which may have implications for future health and productivity. © © 2025 Pace, Villamediana, Rovai, Ponce, Ellis, Stegeman, Larson, Konetchy, Rezamand and Skibiel.";"air quality; catch-up growth; developmental programming; in utero growth restriction; intra-uterine";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007161951&doi=10.3389%2Ffanim.2025.1580654&partnerID=40&md5=88c613ee961a210e5ef4fd5694a9042e"
"scopus";"";"10.1177/17455057251339283";"Applying an intersectional climate justice lens to understand climate crisis impacts on sexual and reproductive health and rights and identify local solutions: Qualitative findings from Khulna, Bangladesh";"Dijkerman, S.; Hossain, J.; Persson, M.; Konika, R.A.; Paul, D.";"Women's Health";"2025";"21";"";"";"";"Background: Climate change has been described as the greatest health threat of the 21st century. Increased evidence of the linkages between climate change and sexual and reproductive health and rights (SRHR) is essential to achieving full realization of SRHR. Objective: To understand if and how women and girls’ perceived climate vulnerability impacts their SRHR decision-making, behaviors, and outcomes in cyclone-affected communities in coastal Khulna, Bangladesh, we conducted qualitative research using an intersectional climate justice lens. Design: Climate justice states that the climate crisis is not just an environmental or health problem, it is equally a political and social problem, whereby different communities feel the consequences differently, unevenly, and disproportionately depending on a multitude of factors shaped by intersecting systems of power and oppression. We adopted an intersectional climate justice lens to explore how women and girls’ intersecting identities impact their experiences with climate change – particularly extreme weather events – and impact their perceived vulnerability. We employed a two-phased participatory qualitative research design. Methods: We conducted key informant interviews with local SRHR and climate change experts (n = 10) plus in-depth interviews (n = 15) and community dialog meetings (n = 8) with women and girls of reproductive age (n = 49). Transcripts, activity outputs, and field notes were transcribed verbatim in Bangla, translated to English, and subsequently coded and analyzed thematically using Dedoose. Results: Participants perceived numerous SRHR outcomes to be worsened by the climate crisis, including unintended pregnancy, sexual and gender-based violence, and pregnancy complications. Impacts were experienced differently across social categories, with overlapping identities including age, marital status, and religion magnifying vulnerability and risks to SRHR. Participants identified comprehensive SRHR and advances toward gender equity as essential for building climate resilience. Conclusion: Our findings provide actionable recommendations to support the full realization of climate justice and SRHR. © The Author(s) 2025.";"adaptive capacity; climate change; climate justice; climate vulnerability; intersectionality; resilience; sexual and reproductive health and rights; adolescent; adult; Article; asthma; Bangladesh; bladder infection; climate; climate change; climate change vulnerability; climate resilience; decision making; depression; diarrhea; extreme weather; gender equity; hearing impairment; human; infant; intersectionality; lens; malnutrition; marriage; nonhuman; pneumonia; pregnancy complication; religion; reproductive health; sexual health; unplanned pregnancy; young adult; female; qualitative research; reproductive rights; social justice; Adolescent; Adult; Climate Change; Female; Humans; Qualitative Research; Reproductive Health; Reproductive Rights; Sexual Health; Social Justice; Young Adult";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006949908&doi=10.1177%2F17455057251339283&partnerID=40&md5=2b557497765afef7d8528f217f277f51"
"scopus";"";"10.1108/IJLMA-02-2025-0061";"The Bhopal gas tragedy: a case study in industrial disaster and corporate accountability";"Kumar, N.";"International Journal of Law and Management";"2025";"";"";"";"";"Purpose: To explore the actual condition of the city after the gas emission and the effects of the tragedy on the community nearby industry. Examine the roles and responsibilities of Union Carbide Corporation, its parent company and the Indian government in the disaster, highlighting failures in industrial safety, crisis management and post-tragedy justice. Evaluate the sufficiency and inadequacy of the financial compensation, legal judgement and rehabilitation given to the victims in terms of why monetary settlements alone could not heal the irreparable damage. Design/methodology/approach: The research methodology for this study involves the use of secondary data from a broad spectrum of credible references, including academic journals, books, government websites and official reports. Data collection for this research will involve reviewing the literature and relevant archive records pertaining to the subject matter of the research study. This secondary data then is analysed systematically, categorized and synthesized to satisfy the objectives of the research. It then adopts a methodology that guarantees sound foundations for the study using established information to derive significant insights and conclusions without making primary data collection. Findings: The findings of this paper reveal the devastating and long-lasting impact of the Bhopal Gas Tragedy on both the environment and the affected communities. The gas leak caused immediate death, widespread illness and long-term health issues such as respiratory diseases and birth defects. Union Carbide’s negligence, along with its parent company’s lack of oversight and the Indian government’s failure to enforce safety regulations, played significant roles in the disaster. In addition, the financial compensation and rehabilitation efforts were found to be insufficient, leaving victims with unresolved health, psychological and social challenges, highlighting the inadequacy of monetary settlements in addressing the full extent of the tragedy. Originality/value: This paper offers an original analysis of the Bhopal Gas Tragedy by examining its long-term impact on the environment and community, highlighting corporate and government accountability and evaluating the sufficiency of compensation and rehabilitation efforts. It provides fresh insights into the inadequacies of post-tragedy responses and their lasting effects on victims. © 2025, Emerald Publishing Limited.";"Compensation; Disease; Displacement; Hazardous; Tribunal; Victims";"";"";"";"";"";"JOUR";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006920411&doi=10.1108%2FIJLMA-02-2025-0061&partnerID=40&md5=18b06f02e1ccada398157cfefd79ea2c"
