"source_db";"source_id";"doi";"title";"authors";"journal";"year";"volume";"issue";"pages";"issn";"abstract";"keywords";"mesh_terms";"matched_disasters_mesh";"matched_gestational_mesh";"matched_neonatal_mesh";"language";"publication_type";"url"
"wos";"WOS:000574251600003";"10.1186/s12884-020-03206-1";"Maternal exposure to Wenchuan earthquake and prolonged risk of offspring birth outcomes: a natural experiment study";"Lian, QG; Ni, JY; Zhang, J; Little, J; Luo, S; Zhang, L";"BMC PREGNANCY AND CHILDBIRTH";"2020";"20";"1";"";"1471-2393";"Background The prolonged effects of disasters on reproductive outcomes among the survivors are less studied, and the findings are inconsistent. We examined the associations of maternal exposure to the 2008 Wenchuan earthquake years before conception with adverse birth outcomes. Methods We included 73,493 women who delivered in 96 hospitals in 24 provinces and autonomous regions from the 2015/16 China Labor and Delivery Survey. We weighted the multivariable logistic models based on the combination of coarsened exact matching (CEM) weight and survey weight, and performed sex-stratified analysis to test whether associations of maternal earthquake exposure with adverse birth outcomes (Stillbirth, preterm birth [PTB], low birthweight [LBW], and small for gestational age [SGA]) varied by sex. Results The bivariate models showed that the weighted incidence of each adverse birth outcome was higher in exposed group than unexposed group: stillbirth (2.00% vs. 1.33%), PTB (14.14% vs. 7.32%), LBW (10.82% vs. 5.76%), and SGA (11.32% vs. 9.52%). The multivariable models showed maternal earthquake exposure was only associated significantly with a higher risk of PTB in offspring among all births (adjusted risk ratio [aRR](95%CI):1.25(1.06-1.48),P = 0.010). The sex-stratified analysis showed the association was significant among male births (aRR (95%CI): 1.40(1.12-1.75),P = 0.002),but unsignificant among female births. The sensitivity analysis reported similar findings. Conclusions The 2008 Wenchuan earthquake exposure has a long-term effect on PTB. Maternal acute exposure to disasters could be a major monitor for long-term reproductive outcomes. More attention should be paid to the underlining reasons for disaster-related adverse birth outcomes.";"Wenchuan earthquake; Adverse birth outcomes; Preterm birth; PRENATAL STRESS; PRETERM BIRTH; SEPTEMBER 11; HEALTH; DISASTER; PREGNANCY";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000898613000002";"10.1289/EHP10544";"Birth Outcomes, Health, and Health Care Needs of Childbearing Women following Wildfire Disasters: An Integrative, State -of-the -Science Review";"Evans, J; Bansal, A; Schoenaker, DAJM; Cherbuin, N; Peek, MJ; Davis, DL";"ENVIRONMENTAL HEALTH PERSPECTIVES";"2022";"130";"8";"";"0091-6765";"BACKGROUND: The frequency and severity of extreme weather events such as wildfires are expected to increase due to climate change. Childbearing women, that is, women who are pregnant, soon to be pregnant, or have recently given birth, may be particularly vulnerable to the effect of wildfire exposure. OBJECTIVES: This review sought to systematically assess what s known about birth outcomes, health, and health care needs of childbearing women during and after exposure to wildfires. METHODS: An integrative review methodology was utilized to enable article selection, data extraction, and synthesis across qualitative and quantitative studies. Comprehensive searches of SCOPUS (including MEDLLNE and Embase), CINAHL, PubMed, and Google Scholar identified studies for inclusion with no date restriction. Included studies were independently appraised by two reviewers using the Crowe Critical Appraisal Tool. The findings are summarized and illustrated in tables. RESULTS: Database searches identified 480 records. Following title, abstract, and full text screening, sixteen studies published between 2012 and 2022 were identified for this review. Eleven studies considered an association between in titer() exposure to wildfire and impacts on birth weight and length of gestation. One study reported increased rates of maternal gestational diabetes mellitus and gestational hypertension following exposure; whereas one study reported differences in the secondary sex ratio. Two studies reported higher incidence of birth defects following in utero exposure to wildlife smoke. Three studies reported increased mental health morbidity, and one study associated a reduction in breastfeeding among women who evacuated from a wildfire disaster. DISCUSSION: Evidence indicates that wildfire exposure may be associated with changes to birth outcomes and increased morbidity for childbearing women and their babies. These effects may he profound and have long-term and wide-ranging public health implications. ""Ibis research can inform the development of effective clinical and public health strategics to address the needs of childbearing women exposed to wildfire disaster.";"PRENATAL MATERNAL STRESS; FINE PARTICULATE MATTER; SECONDARY SEX-RATIO; PRETERM BIRTH; IN-UTERO; EXPOSURE; WEIGHT; PREGNANCY; QUEENSLAND; DISORDERS";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000400371500058";"10.1542/peds.2017-0507";"Disaster Preparedness in Neonatal Intensive Care Units";"Barfield, WD; Krug, SE";"PEDIATRICS";"2017";"139";"5";"";"0031-4005";"Disasters disproportionally affect vulnerable, technology-dependent people, including preterm and critically ill newborn infants. It is important for health care providers to be aware of and prepared for the potential consequences of disasters for the NICU. Neonatal intensive care personnel can provide specialized expertise for their hospital, community, and regional emergency preparedness plans and can help develop institutional surge capacity for mass critical care, including equipment, medications, personnel, and facility resources.";"MASS CRITICAL-CARE; PUBLIC-HEALTH; HURRICANE-KATRINA; TASK-FORCE; RESOURCES; INFLUENZA; INFECTION; LESSONS; DISEASE; NICU";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000664904200001";"10.1080/13504851.2021.1927959";"Infant health outcomes in mega-fire affected communities";"Jones, BA; McDermott, S";"APPLIED ECONOMICS LETTERS";"2022";"29";"14";"1325-1335";"1350-4851";"We undertake a nationwide US study to estimate how mega-fires (defined as wildfires >100,000 acres in size) affect short-term infant health outcomes in communities located within the flame zone. This is the first study to look exclusively at mega-fires, which have unique characteristics compared to smaller wildfire events and are becoming more frequent in the US. We find that pregnant mothers in affected counties experience 0.8 percentage point greater instances of low birth weight and 1.2 percentage point greater instances of prematurity. The low birth weight finding is equivalent to what would be expected if a mother smoked approximately 6.2 cigarettes per day during pregnancy. Importantly, impacts are potentially non-linearly increasing in mega-fire size. Improved benefit-cost analyses are needed to account for mega-fire indirect impacts when making wildfire control and suppression decisions.";"Mega-fires; indirect impacts; infant health; flame zone impacts; PRENATAL MATERNAL STRESS; BIRTH OUTCOMES; AIR-POLLUTION; MORTALITY; PREGNANCY; WILDFIRES; EXPOSURE; WEIGHT";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000447075500012";"10.1177/0972063413491880";"An Evaluation of the National Rural Health Mission (NRHM) in Odisha";"Patra, SK; Murthy, DS; Rath, S";"JOURNAL OF HEALTH MANAGEMENT";"2013";"15";"3";"471-480";"0972-0634";"An agrarian structure predominated by small and marginal farmers; and repeated natural calamities like droughts, floods and cyclones and poor infrastructural development in the hilly terrain of western and southern Odisha have an adverse effect on the health status of the people of Odisha. As a result of which the birth rate, death rate, infant mortality rate, life expectancy rate, maternal mortality ratio, total fertility ratio, etc., of Odisha lags behind the national average. To improve the prevailing situation, the Government of Odisha launched the National Rural Health Mission (NRHM) programme in the state on 17 June 2005. The NRHM has completed six years in Odisha. It becomes necessary to assess the impact of the NRHM on the health indicators, to know how the schemes under NRHM are working in Odisha and to assess the transition in the health status of Odisha. Both primary and secondary data are used for the analysis of data. Primary data was collected through personal interviews. Multiple Regression Analysis was used to know how the State Government Capital Expenditure (SGCE) and State Government Revenue Expenditure (SGRE) on health and family welfare have influenced the health indicators like infant mortality rate, birth rate, death rate, etc.";"NRHM; multiple regression; SGCE; SGRE";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000381022600008";"10.1002/dev.21407";"Age-Related Changes in the Effects of Stress in Pregnancy on Infant Motor Development by Maternal Report: The Queensland Flood Study";"Simcock, G; Kildea, S; Elgbeili, G; Laplante, DP; Stapleton, H; Cobham, V; King, S";"DEVELOPMENTAL PSYCHOBIOLOGY";"2016";"58";"5";"640-659";"0012-1630";"The current study examined the effects of a natural disaster (a sudden onset flood) as a stressor in pregnancy on infant fine and gross motor development at 2, 6, and 16 months of age. Whether the timing of the stressor in pregnancy or sex of the infant moderated the impact of the prenatal maternal stress on motor development was also explored. Mothers' objective experiences of the flood, emotional reactions and distress, and their cognitive appraisal of the event were assessed retrospectively. Infants' fine and gross motor skills were assessed with the Ages and Stages Questionnaire, and results showed age-related changes in the effects of prenatal maternal stress on these domains. At 2 months, higher levels of prenatal maternal stress was positively related to infant motor development, yet at 6 and 16 months of age there was a negative association, particularly if flood exposure occurred later in pregnancy and if mothers had negative cognitive appraisals of the event. Results also showed differential effects of the maternal stress responses to the floods on infants' fine and gross motor development at each age and that infant sex did not buffer these effects. (C) 2016 Wiley Periodicals, Inc.";"prenatal maternal stress; infant development; motor development; flood; natural disaster; ages and stages questionnaire; PRENATAL STRESS; LIFE EVENTS; PSYCHOTIC EXPERIENCES; COGNITIVE-DEVELOPMENT; CHILD-DEVELOPMENT; BIRTH-WEIGHT; EXPOSURE; BEHAVIOR; FETAL; RISK";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000584066000001";"10.3390/children7100155";"Learning from Wildfire Disaster Experience in California NICUs";"Ma, AL; Cohen, RS; Lee, HC";"CHILDREN-BASEL";"2020";"7";"10";"";"2227-9067";"Wildfires have been affecting California greatly, and vulnerable patients in neonatal intensive care units (NICUs) are not exempt. Our aim was to learn how personnel working in NICUs of California hospitals handled issues of neonatal transfer during wildfire disasters in recent years, with an ultimate goal to share lessons learned with healthcare teams on disaster preparedness. We identified California fires through newspaper articles and the CalFire.gov list. We determined which hospitals were affected and contacted members of the healthcare team through connections via the California Perinatal Quality Care Collaborative (CPQCC) database. We audio recorded interviews over phone or remote conferencing software or by written survey. We coded and analyzed transcripts and survey responses. While describing disaster preparedness, equipment (such as bassinets and backpacks), ambulance access/transport and documentation/charting were noted as important and essential. Teamwork, willingness to do other tasks that are not part of typical job descriptions, and unconventional strategies contribute to the success of keeping NICU babies safe when California wildfire strikes. Healthcare teams developed ingenious and surprising ways to evacuate NICU babies.";"NICU; perinatal care; California; wildfire; disaster preparedness; evacuation";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000453494000002";"10.1016/j.jhealeco.2018.07.003";"The impact of early life shocks on human capital formation: evidence from El Nino floods in Ecuador";"Rosales-Rueda, M";"JOURNAL OF HEALTH ECONOMICS";"2018";"62";"";"13-44";"0167-6296";"This paper investigates the persistent effects of negative shocks in utero and in infancy on low-income children's health and cognitive outcomes and examines whether timing of exposure matters differentially by skill type. Specifically, I exploit the geographic intensity of extreme floods in Ecuador during the 1997-1998 El Nino phenomenon, which provides exogenous variation in exposure at different periods of early development. I show that children exposed to severe floods in utero, especially during the third trimester, are shorter in stature five and seven years later. Also, children affected by the floods in the first trimester of pregnancy score lower on cognitive tests. Additionally, I explore potential mechanisms by studying health at birth and family inputs (income, consumption, and breastfeeding). I find that children exposed to El Nino floods, especially during the third trimester in utero, were more likely to be born with low birth weight. Furthermore, households affected by El Nino suffered a decline in income, total consumption, and food consumption in the aftermath of the shock. Falsification exercises and robustness checks suggest that selection concerns such as selective fertility, mobility, and infant mortality do not drive these results. (C) 2018 Elsevier B.V. All rights reserved.";"Early-life shocks; Human capital formation; Health at birth; Family inputs; LOW-BIRTH-WEIGHT; LABOR-MARKET; COGNITIVE-DEVELOPMENT; CHILD HEALTH; ECONOMIC-CRISIS; FAMILY INCOME; OUTCOMES; HEIGHT; MORTALITY; WEATHER";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000392945100011";"10.1111/jog.13102";"Effect of medical institution change on gestational duration after the Great East Japan Earthquake: The Fukushima Health Management Survey";"Suzuki, K; Goto, A; Fujimori, K";"JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH";"2016";"42";"12";"1704-1711";"1341-8076";"Aim: The aim of this study was to examine the association between medical institution change for perinatal care and gestational duration after the Great East Japan Earthquake using data from the Fukushima Health Management Survey. Methods: The data of pregnant women who experienced the earthquake in Fukushima prefecture and participated in the Pregnancy and Birth Survey as part of the Fukushima Health Management Survey were analyzed. The primary and secondary outcomes of this study were gestational duration and preterm birth, respectively. The main study factor was prenatal checkup institution (only one institution, changed institution due to self-referral, changed institution due to medical indication, and went to parents' home for childbirth). Self-referral was considered as indicative of relocation after the disaster. Multiple linear and logistic regression analyses were conducted to examine the effect of earthquake on each outcome. Results: A total of 5593 (60.2%) participants experienced the earthquake between the 4th and 37th weeks of their gestational period. After controlling for variables, pregnant women who changed their perinatal checkup institution due to medical indication were significantly associated with shorter gestational duration (beta = -10.6, P < 0.001) and preterm birth (adjusted odds ratio, 8.5; 95% confidence interval, 5.8-12.5) compared with women who visited only one institution. Self-referral, however, was not significantly associated with the outcomes. Conclusion: According to prenatal checkup status, our results suggest that the effect on gestational duration of the Great East Japan Earthquake and the subsequent Fukushima Daiichi nuclear disaster was not significant.";"gestational duration; Great East Japan Earthquake; prenatal checkup; preterm birth; SECONDARY SEX-RATIO; LOW-BIRTH-WEIGHT; PERINATAL OUTCOMES; EARLY-PREGNANCY; PRETERM BIRTH; DISASTER; INFANTS";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000255884000011";"10.1097/01.JPN.0000319102.20593.12";"Neonatal nursing care issues following a natural disaster - Lessons learned from the Katrina experience";"Orlando, S; Bernard, ML; Mathews, P";"JOURNAL OF PERINATAL & NEONATAL NURSING";"2008";"22";"2";"147-153";"0893-2190";"The massive evacuation of sick and at-risk infants from a large metropolitan area following a natural disaster provides many lessons for neonatal nurses. Planning and education are of utmost importance, and disaster education and training are essential for all nurses. Unit-specific disaster plans can serve as a guide for nurses but the real test occurs during and after the event. Nurses must learn to adapt neonatal care to the rapidly changing environment during a disaster. Supporting high-risk infants without the aid of technology requires a back-to-the-basics approach. The ability to maintain communication and facilitate transportation of neonates out of a disaster area is essential. Nurses must also consider their own well-being in the aftermath of a disaster. Planning for future disasters should include lessons learned from the past events. This article addresses nursing care issues and lessons learned from the events that unfolded in the New Orleans area neonatal units during and after Hurricane Katrina, and guidance in support of disaster education for neonatal nurses.";"disaster; evacuation; neonatal intensive care; neonatal transport; MIDST";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000802677400001";"10.3389/fpubh.2022.725256";"New Life Through Disaster: A Thematic Analysis of Women's Experiences of Pregnancy and the 2016 Fort McMurray Wildfire";"Pike, A; Mikolas, C; Tompkins, K; Olson, J; Olson, DM; Bremault-Phillips, S";"FRONTIERS IN PUBLIC HEALTH";"2022";"10";"";"";"2296-2565";"BackgroundOn May 3, 2016, residents of Fort McMurray Wood Buffalo, Alberta were evacuated due to an uncontrolled wildfire. The short-notice evacuation had destabilizing consequences for residents, including changes in routines, loss of control, and increased uncertainty. These consequences were especially detrimental to women who were pregnant or pre-conception during the evacuation. Pregnant and pre-conception women are particularly susceptible to a vast range of negative consequences during and post natural disasters, including elevated stress and higher incidence of pregnancy complications including gestational diabetes mellitus, pregnancy induced hypertension and C-section. The aim of this study was to understand the experiences, perceived stress and resilience of women who were pregnant during the wildfire. As well as to explore potential interventions to promote the health and enhance resilience of pregnant women and to assist in recovery after exposure to a natural disaster or other traumatic events. MethodsA qualitative thematic analysis of 16 narratives penned by pregnant women and recounted in Ashley Tobin's compilations 93/88,000 and 159 More/ 88,000: Stories of Evacuation, Re-Entry and the In-Between was conducted. ResultsAnalysis revealed five key themes: (1) experience of stress responses due to personal and external factors, (2) social connectedness and support as a facilitator of resilience, (3) performance of resilience-enhancing activities, (4) the roles of pregnancy and motherhood in the experiences of loss and resilience, and (5) the importance of home. ConclusionPregnant women have unique barriers that may negatively impact them during a natural disaster or other form of stressful event. They may benefit from assistance with navigating role transition during pregnancy, training in stress management strategies, and writing interventions to build resiliency and begin the process of recovery from trauma.";"stress; resilience; pregnancy; natural disasters; factors of resilience; PRENATAL MATERNAL STRESS; NATURAL DISASTER; BIRTH OUTCOMES; IDENTITY; MOTHER";"";"";"";"";"English";"JOUR";""
"wos";"WOS:001410707100001";"10.1371/journal.pmed.1004516";"Long-term drought and risk of infant mortality in Africa: A cross-sectional study";"Wang, P; Rogne, T; Warren, JL; Asare, EO; Akum, RA; Toure, NE; Ross, JS; Chen, K";"PLOS MEDICINE";"2025";"22";"1";"";"1549-1277";"Background As extreme events such as drought and flood are projected to increase in frequency and intensity under climate change, there is still large missing evidence on how drought exposure potentially impacts mortality among young children. This study aimed to investigate the association between drought and risk of infant mortality in Africa, a region highly vulnerable to climate change that bears the heaviest share of the global burden.Methods and findings In this cross-sectional study, we obtained data on infant mortality in 34 African countries during 1992-2019 from the Demographic and Health Surveys program. We measured drought by the standardized precipitation evapotranspiration index at a timescale of 24 months and a spatial resolution of 10 x 10 km, which was further dichotomized into mild and severe drought. The association between drought exposure and infant mortality risk was estimated using Cox regression models allowing time-dependent covariates. We further examined whether the association varied for neonatal and post-neonatal mortality and whether there was a delayed association with drought exposure during pregnancy or infancy. The mean (standard deviation) number of months in which children experienced any drought during pregnancy and survival period (from birth through death before 1 year of age) was 4.6 (5.2) and 7.3 (7.4) among cases and non-cases, respectively. Compared to children who did not experience drought, we did not find evidence that any drought exposure was associated with an increased risk of infant mortality (hazard ratio [HR]: 1.02, 95% confidence interval [CI] [1.00, 1.04], p = 0.072). When stratified by drought severity, we found a statistically significant association with severe drought (HR: 1.04; 95% CI [1.01, 1.07], p = 0.015), but no significant association with mild drought (HR: 1.01; 95% CI [0.99, 1.03], p = 0.353), compared to non-exposure to any drought. However, when excluding drought exposure during pregnancy, the association with severe drought was found to be non-significant. In addition, an increased risk of neonatal mortality was associated with severe drought (HR: 1.05; 95% CI [1.01, 1.10], p = 0.019), but not with mild drought (HR: 0.99; 95% CI [0.96, 1.02], p = 0.657).Methods and findings In this cross-sectional study, we obtained data on infant mortality in 34 African countries during 1992-2019 from the Demographic and Health Surveys program. We measured drought by the standardized precipitation evapotranspiration index at a timescale of 24 months and a spatial resolution of 10 x 10 km, which was further dichotomized into mild and severe drought. The association between drought exposure and infant mortality risk was estimated using Cox regression models allowing time-dependent covariates. We further examined whether the association varied for neonatal and post-neonatal mortality and whether there was a delayed association with drought exposure during pregnancy or infancy. The mean (standard deviation) number of months in which children experienced any drought during pregnancy and survival period (from birth through death before 1 year of age) was 4.6 (5.2) and 7.3 (7.4) among cases and non-cases, respectively. Compared to children who did not experience drought, we did not find evidence that any drought exposure was associated with an increased risk of infant mortality (hazard ratio [HR]: 1.02, 95% confidence interval [CI] [1.00, 1.04], p = 0.072). When stratified by drought severity, we found a statistically significant association with severe drought (HR: 1.04; 95% CI [1.01, 1. 07], p = 0.015), but no significant association with mild drought (HR: 1.01; 95% CI [0.99, 1.03], p = 0.353), compared to non-exposure to any drought. However, when excluding drought exposure during pregnancy, the association with severe drought was found to be non-significant. In addition, an increased risk of neonatal mortality was associated with severe drought (HR: 1.05; 95% CI [1.01, 1.10], p = 0.019), but not with mild drought (HR: 0.99; 95% CI [0.96, 1.02], p = 0.657).Conclusions Exposure to long-term severe drought was associated with increased infant mortality risk in Africa. Our findings urge more effective adaptation measures and alleviation strategies against the adverse impact of drought on child health.";"HEALTH SURVEYS; WATER-QUALITY; ASSOCIATION; OUTCOMES; HAZARDS";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000272829500018";"10.1371/journal.pone.0008200";"The Impact of the Wenchuan Earthquake on Birth Outcomes";"Tan, CE; Li, HJ; Zhang, XG; Zhang, H; Han, PY; An, Q; Ding, WJ; Wang, MQ";"PLOS ONE";"2009";"4";"12";"";"1932-6203";"Background: Earthquakes and other catastrophic events frequently occurring worldwide can be considered as outliers and cause a growing and urgent need to improve our understanding of the negative effects imposed by such disasters. Earthquakes can intensively impact the birth outcomes upon psychological and morphological development of the unborn children, albeit detailed characteristics remain obscure. Methods and Findings: We utilized the birth records at Du Jiang Yan and Peng Zhou counties to investigate the birth outcomes as a consequence of a major earthquake occurred in Wenchuan, China on May 12, 2008. Totally 13,003 of neonates were recorded, with 6638 and 6365 for pre- and post-earthquake, respectively. Significant low birthweight, high ratio of low birthweight, and low Apgar scores of post-earthquake group were observed. In contrast, the sex ratio at birth, birth length and length of gestation did not show statistical differences. The overall ratio of birth-defect in the post-earthquake (1.18%) is statistically high than that of pre- earthquake (0.99%), especially for those in the first trimester on earthquake day (1.47%). The birth-defect spectrum was dramatically altered after earthquake, with the markedly increased occurrences of ear malformations. The ratio of preterm birth post-earthquake (7.41%) is significant increased than that of pre- earthquake (5.63%). For the birth outcomes of twins, significant differences of the ratio of twins, birth weight, ratio of low birthweight and birth-defect rate were observed after earthquake. Conclusion: A hospital-based study of birth outcomes impacted by the Wenchuan earthquake shows that the earthquake was associated with significant effects on birth outcomes, indicating it is a major monitor for long-term pregnant outcomes.";"SEX-RATIO; STRESS; TWIN; PREGNANCY; PROVINCE; DECLINE; AREA";"";"";"";"";"English";"JOUR";""
"wos";"WOS:001609124100001";"10.1186/s12978-025-02159-y";"Converging crises and maternal and child health: colonialism, extreme weather, and COVID-19";"Valentín-Cortés, M; O'Neill, MS; Rodríguez-Díaz, CE; Elliott, MR; Fleming, PJ; Handal, AJ";"REPRODUCTIVE HEALTH";"2025";"22";"1";"";"1742-4755";"BackgroundClimate change is a growing threat to human health, particularly in regions facing overlapping environmental hazards and social inequities. Puerto Rico-a U.S. territory with a colonial history-offers a unique case for examining how multiple disasters, including Hurricane Maria, ongoing earthquakes, and the COVID-19 pandemic, interact with structural vulnerabilities to affect maternal and child health. Despite increasing attention to climate-related health outcomes, little is known about the reproductive health impacts of cumulative disaster exposure in colonial contexts.MethodsWe used U.S. National Vital Statistics System data (2017-2021) to assess associations between disaster exposure and six maternal and newborn outcomes: preterm birth, low birthweight, term low birthweight, gestational hypertension, gestational diabetes, and excessive weight gain. Disaster exposure was defined based on the timing of hurricanes and the pandemic, using a three-month lag period. We analyzed data from Puerto Rico and used Florida and Texas as comparison sites. Multivariable log-binomial regression models estimated adjusted prevalence ratios. Effect modification was tested for (1) region within Puerto Rico and (2) colonial status, comparing Puerto Rico (territory) to Florida and Texas (states). Simulations were conducted to account for potential live-birth bias.ResultsAcross 104,560 births in Puerto Rico, disaster periods were consistently associated with worse maternal health outcomes. For example, during the late post-hurricane period, gestational diabetes increased (RR = 1.19, 95% CI: 1.08, 1.31), while term low birthweight surprisingly appeared to decline (RR = 0.90, 95% CI: 0.83, 0.98). Associations with newborn health were mixed and may have been underestimated due to sharp declines in live births after disasters. Simulations suggested stronger disaster-related risks than observed in primary analyses. Effect modification by region and colonial status showed inconsistent but notable differences, particularly elevated maternal health risks in certain regions of Puerto Rico and compared to U.S. states.ConclusionsOur findings suggest that multiple disasters negatively affect reproductive health in Puerto Rico and that structural factors, including colonialism, may exacerbate these impacts. Public health responses must account for cumulative disaster exposure and systemic inequities to better support maternal and child health in marginalized settings, especially as climate change continues to intensify.";"Maternal health; Child health; Disasters; Colonialism; Climate change; Puerto Rico; Health inequities; Reproductive health; COVID-19 pandemic; Environmental Justice; ADVERSE BIRTH OUTCOMES; HURRICANE-KATRINA; PSYCHOSOCIAL STRESS; PRENATAL EXPOSURE; PREGNANCY; IMPACT; DISPARITIES; RESILIENCE; DEPRESSION; DISASTERS";"";"";"";"";"English";"JOUR";""
"wos";"WOS:A1996BH13Q00119";"";"Incidence of congenital abnormalities among the newborns from Bucharest after the nuclear accident from Chernobyl";"Marinescu, I; Popescu, A; Gheorghe, R";"IRPA9 - 1996 INTERNATIONAL CONGRESS ON RADIATION PROTECTION / NINTH INTERNATIONAL CONGRESS OF THE INTERNATIONAL RADIATION PROTECTION ASSOCIATION, PROCEEDINGS, VOL 2";"1996";"";"";"B331-B333";"3-9500255-4-5";"";"";"";"";"";"";"English";"CPAPER";""
"wos";"WOS:000399033600008";"10.1177/1010539516684534";"Pregnancy and Birth Survey of the Fukushima Health Management Survey: Review of 4 Surveys Conducted Annually After the Disaster";"Ishii, K; Goto, A; Ota, M; Yasumura, S; Fujimori, K";"ASIA-PACIFIC JOURNAL OF PUBLIC HEALTH";"2017";"29";"";"56S-62S";"1010-5395";"The Pregnancy and Birth Survey was started by Fukushima Medical University as part of the Fukushima Health Management Survey in 2011 in order to assess the physical and mental health of mothers and provide parenting support (telephone counseling) for those in need. The present study reviewed the major findings from 4 annual surveys conducted from 2011 to 2014. Overall proportions of preterm deliveries, low birth weight infants, and congenital anomalies in the first year were almost the same as those in national surveillance data. The prevalence of depressive symptoms among the mothers held steady at about 25% over the 4 years. Regarding the content of parenting counseling, the proportion of mothers who voiced concerns about radiation decreased each year. This survey should be continued to provide support to mothers in Fukushima.";"surveys; pregnancy; disasters; Fukushima Nuclear Accident; childrearing; CONGENITAL-MALFORMATIONS; DEPRESSIVE SYMPTOMS; FEEDING METHODS; CHERNOBYL; ACCIDENT; EUROPE; IMPACT";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000571317300001";"10.1111/coep.12509";"PRESCRIBED BURNS, SMOKE EXPOSURE, AND INFANT HEALTH";"Jones, BA; Berrens, RP";"CONTEMPORARY ECONOMIC POLICY";"2021";"39";"2";"292-309";"1074-3529";"Prescribed burning is used for reducing future wildfire risk; however, it creates smoke, which can affect human health. Using newly available high-frequency daily data (2015-2017) on PM2.5 specifically attributed to smoke from prescribed burns in Georgia, USA, this analysis investigates infant health externalities connected to these burns. Cumulatively, over an average pregnancy, smoke from prescribed burns is associated with a 1.02 percentage point increase in instances of low birth weight and prematurity, each. For every $1 spent on prescribed burning, $0.43-$2.46 in state-wide low birth weight and prematurity hospitalization costs are created. Various robustness and specification checks are performed.(JELQ23, Q53, Q51, I18, J13)";"WILDLAND FIRE SMOKE; WILDFIRE SMOKE; AIR-POLLUTION; MORTALITY; IMPACTS; ASSOCIATIONS; ECONOMICS; OUTCOMES; ORIGINS; QUALITY";"";"";"";"";"English";"JOUR";""
"wos";"WOS:001111983000001";"10.1007/s40572-023-00420-9";"Health Impacts of Wildfire Smoke on Children and Adolescents: A Systematic Review and Meta-analysis";"Zhang, YW; Tingting, Y; Huang, WZ; Yu, P; Chen, GB; Xu, RB; Song, JN; Guo, YM; Li, SS";"CURRENT ENVIRONMENTAL HEALTH REPORTS";"2024";"11";"1";"46-60";"2196-5412";"Purpose of ReviewWildfire smoke is associated with human health, becoming an increasing public health concern. However, a comprehensive synthesis of the current evidence on the health impacts of ambient wildfire smoke on children and adolescents, an exceptionally vulnerable population, is lacking. We conduct a systematic review of peer-reviewed epidemiological studies on the association between wildfire smoke and health of children and adolescents.Recent FindingsWe searched for studies available in MEDLINE, EMBASE, and Scopus from database inception up to October 11, 2022. Of 4926 studies initially identified, 59 studies from 14 countries were ultimately eligible. Over 33.3% of the studies were conducted in the USA, and two focused on multi-countries. The exposure assessment of wildfire smoke was heterogenous, with wildfire-specific particulate matters with diameters <= 2.5 mu m (PM2.5, 22.0%) and all-source (22.0%) PM2.5 during wildfire period most frequently used. Over half of studies (50.6%) focused on respiratory-related morbidities/mortalities. Wildfire smoke exposure was consistently associated with enhanced risks of adverse health outcomes in children/adolescents. Meta-analysis results presented a pooled relative risk (RR) of 1.04 (95% confidence interval [CI], 0.96-1.12) for all-cause respiratory morbidity, 1.11 (95% Ci: 0.93-1.32) for asthma, 0.93 (95% CI, 0.85-1.03) for bronchitis, and 1.13 (95% CI, 1.05-1.23) for upper respiratory infection, whilst - 21.71 g for birth weight (95% CI, - 32.92 to - 10.50) per 10 mu g/m3 increment in wildfire-specific PM2.5/all-source PM2.5 during wildfire event.SummaryThe majority of studies found that wildfire smoke was associated with multiple adverse health outcomes among children and adolescents, with respiratory morbidities of significant concern. In-utero exposure to wildfire smoke may increase the risk of adverse birth outcomes and have long-term impacts on height. Higher maternal baseline exposure to wildfire smoke and poor family-level baseline birthweight respectively elevated risks in preterm birth and low birth weight associated with wildfire smoke. More studies in low- and middle-income countries and focusing on extremely young children are needed. Despite technological progress, wildfire smoke exposure measurements remain uncertain, demanding improved methodologies to have more precise assessment of wildfire smoke levels and thus quantify the corresponding health impacts and guide public mitigation actions.";"Wildfire smoke; Air pollution; Children/adolescent health; Meta-analysis; Systematic reviews; SOUTHERN CALIFORNIA WILDFIRES; AIR-POLLUTION; FIRE SMOKE; HOSPITAL ADMISSIONS; FOREST-FIRES; EXPOSURE; MORTALITY; ASSOCIATIONS; SYMPTOMS; OUTCOMES";"";"";"";"";"English";"JOUR";""
